NIS5,AgeGroup,COUNT
63073,65-74,784
63073,75-84,425
63073,85+,174
63075,0-17,637
63075,18-34,606
63075,35-44,398
63075,45-54,448
63075,55-64,499
63075,65-74,348
63075,75-84,158
63075,85+,80
63076,0-17,2351
63076,18-34,2417
63076,35-44,1382
63076,45-54,1780
63076,55-64,1762
63076,65-74,1300
63076,75-84,664
63076,85+,356
63079,0-17,12780
63079,18-34,12201
63079,35-44,6657
63079,45-54,6736
63079,55-64,6701
63079,65-74,5468
63079,75-84,3210
63079,85+,1537
63080,0-17,1511
63080,18-34,1539
63080,35-44,879
63080,45-54,1032
63080,55-64,1078
63080,65-74,670
63080,75-84,454
63080,85+,216
63084,0-17,2082
63084,18-34,2016
63084,35-44,1252
63084,45-54,1311
63084,55-64,1455
63084,65-74,1044
63084,75-84,628
63084,85+,280
63086,0-17,507
63086,18-34,505
63086,35-44,282
63086,45-54,380
63086,55-64,392
63086,65-74,277
63086,75-84,139
63086,85+,71
63087,0-17,767
63087,18-34,815
63087,35-44,463
63087,45-54,627
63087,55-64,563
63087,65-74,384
63087,75-84,258
63087,85+,97
63088,0-17,2141
63088,18-34,2070
63088,35-44,1272
63088,45-54,1461
63088,55-64,1623
63088,65-74,1096
63088,75-84,610
63088,85+,254
63089,0-17,1207
63089,18-34,1216
63089,35-44,715
63089,45-54,826
63089,55-64,804
63089,65-74,562
63089,75-84,246
63089,85+,105
64008,0-17,687
64008,18-34,637
64008,35-44,434
64008,45-54,514
64008,55-64,388
64008,65-74,285
64008,75-84,131
64008,85+,59
64015,0-17,1460
64015,18-34,1248
64015,35-44,853
64015,45-54,958
64015,55-64,853
64015,65-74,614
64015,75-84,265
64015,85+,140
64021,0-17,678
64021,18-34,690
64021,35-44,415
64021,45-54,556
64021,55-64,464
64021,65-74,397
64021,75-84,186
64021,85+,79
64023,0-17,572
64023,18-34,654
64023,35-44,397
64023,45-54,501
64023,55-64,462
64023,65-74,303
64023,75-84,149
64023,85+,50
64025,0-17,635
64025,18-34,608
64025,35-44,439
64025,45-54,425
64025,55-64,529
64025,65-74,354
64025,75-84,151
64025,85+,75
64029,0-17,813
64029,18-34,685
64029,35-44,514
64029,45-54,562
64029,55-64,414
64029,65-74,320
64029,75-84,115
64029,85+,55
64034,0-17,3400
64034,18-34,3230
64034,35-44,2121
64034,45-54,2446
64034,55-64,2175
64034,65-74,1874
64034,75-84,993
64034,85+,446
64047,0-17,670
64047,18-34,627
64047,35-44,420
64047,45-54,482
64047,55-64,481
64047,65-74,324
64047,75-84,173
64047,85+,103
64056,0-17,778
64056,18-34,818
64056,35-44,514
64056,45-54,609
64056,55-64,524
64056,65-74,418
64056,75-84,164
64056,85+,79
64063,0-17,1231
64063,18-34,1151
64063,35-44,856
64063,45-54,893
64063,55-64,767
64063,65-74,606
64063,75-84,300
64063,85+,168
64065,0-17,1350
64065,18-34,1497
64065,35-44,871
64065,45-54,984
64065,55-64,962
64065,65-74,729
64065,75-84,350
64065,85+,181
64074,0-17,2928
64074,18-34,2901
64074,35-44,1855
64074,45-54,2105
64074,55-64,2255
64074,65-74,1852
64074,75-84,1057
64074,85+,491
64075,0-17,671
64075,18-34,621
64075,35-44,407
64075,45-54,424
64075,55-64,357
64075,65-74,259
64075,75-84,149
64075,85+,81
64076,0-17,872
64076,18-34,729
64076,35-44,542
64076,45-54,608
64076,55-64,536
64076,65-74,389
64076,75-84,175
64076,85+,87
71002,0-17,1576
71002,18-34,1628
71002,35-44,1108
71002,45-54,1153
71002,55-64,1189
71002,65-74,864
71002,75-84,507
71002,85+,211
71004,0-17,9645
71004,18-34,9166
71004,35-44,6660
71004,45-54,6351
71004,55-64,6233
71004,65-74,4650
71004,75-84,2751
71004,85+,1142
71011,0-17,3380
71011,18-34,3724
71011,35-44,2492
71011,45-54,2747
71011,55-64,2854
71011,65-74,2197
71011,75-84,1239
71011,85+,457
71016,0-17,13078
71016,18-34,13411
71016,35-44,8386
71016,45-54,8962
71016,55-64,9654
71016,65-74,6813
71016,75-84,4309
71016,85+,1834
71017,0-17,1643
71017,18-34,1473
71017,35-44,1219
71017,45-54,1211
71017,55-64,1208
71017,65-74,861
71017,75-84,548
71017,85+,226
71020,0-17,1714
71020,18-34,1711
71020,35-44,1230
71020,45-54,1354
71020,55-64,1407
71020,65-74,1015
71020,75-84,694
71020,85+,360
71022,0-17,13110
71022,18-34,15957
71022,35-44,10539
71022,45-54,10055
71022,55-64,11236
71022,65-74,9361
71022,75-84,5689
71022,85+,2767
71024,0-17,2306
71024,18-34,2283
71024,35-44,1705
71024,45-54,1812
71024,55-64,1913
71024,65-74,1429
71024,75-84,837
71024,85+,365
71034,0-17,3057
71034,18-34,3144
71034,35-44,2178
71034,45-54,2077
71034,55-64,2263
71034,65-74,1590
71034,75-84,1047
71034,85+,494
71037,0-17,2703
71037,18-34,2738
71037,35-44,2012
71037,45-54,1974
71037,55-64,2367
71037,65-74,1678
71037,75-84,1031
71037,85+,475
71045,0-17,1310
71045,18-34,1229
71045,35-44,916
71045,45-54,1028
71045,55-64,1032
71045,65-74,852
71045,75-84,441
71045,85+,190
71053,0-17,6755
71053,18-34,7441
71053,35-44,5023
71053,45-54,5771
71053,55-64,6406
71053,65-74,5003
71053,75-84,2967
71053,85+,1306
71057,0-17,3441
71057,18-34,3374
71057,35-44,2445
71057,45-54,2869
71057,55-64,2711
71057,65-74,2124
71057,75-84,1274
71057,85+,489
71066,0-17,4023
71066,18-34,3928
71066,35-44,2916
71066,45-54,2959
71066,55-64,3229
71066,65-74,2372
71066,75-84,1353
71066,85+,547
71067,0-17,1218
71067,18-34,1357
71067,35-44,858
71067,45-54,1040
71067,55-64,1206
71067,65-74,958
71067,75-84,481
71067,85+,164
71069,0-17,2130
71069,18-34,2113
71069,35-44,1552
71069,45-54,1583
71069,55-64,1476
71069,65-74,1121
71069,75-84,722
71069,85+,280
71070,0-17,6710
71070,18-34,6769
71070,35-44,4630
71070,45-54,4552
71070,55-64,4804
71070,65-74,3483
71070,75-84,2029
71070,85+,915
72003,0-17,2408
72003,18-34,2599
72003,35-44,1614
72003,45-54,1746
72003,55-64,2013
72003,65-74,1522
72003,75-84,853
72003,85+,389
72004,0-17,2901
72004,18-34,3094
72004,35-44,2077
72004,45-54,2206
72004,55-64,2441
72004,65-74,1822
72004,75-84,1168
72004,85+,460
72018,0-17,2146
72018,18-34,2268
72018,35-44,1360
72018,45-54,1834
72018,55-64,2095
72018,65-74,1473
72018,75-84,726
72018,85+,304
72020,0-17,6130
72020,18-34,6442
72020,35-44,4248
72020,45-54,4858
72020,55-64,5312
72020,65-74,3978
72020,75-84,2415
72020,85+,862
72021,0-17,4535
72021,18-34,4693
72021,35-44,3117
72021,45-54,3513
72021,55-64,4052
72021,65-74,2850
72021,75-84,1852
72021,85+,698
72030,0-17,3003
72030,18-34,3128
72030,35-44,2082
72030,45-54,2364
72030,55-64,2573
72030,65-74,1704
72030,75-84,1025
72030,85+,419
72037,0-17,2626
72037,18-34,2604
72037,35-44,1515
72037,45-54,2048
72037,55-64,2236
72037,65-74,1661
72037,75-84,1118
72037,85+,491
72038,0-17,2400
72038,18-34,2494
72038,35-44,1617
72038,45-54,1634
72038,55-64,2009
72038,65-74,1257
72038,75-84,800
72038,85+,299
72039,0-17,5986
72039,18-34,6060
72039,35-44,4128
72039,45-54,3949
72039,55-64,4725
72039,65-74,3236
72039,75-84,1789
72039,85+,677
72041,0-17,3975
72041,18-34,3938
72041,35-44,2631
72041,45-54,3069
72041,55-64,3099
72041,65-74,2335
72041,75-84,1200
72041,85+,446
72042,0-17,4404
72042,18-34,4540
72042,35-44,3107
72042,45-54,3365
72042,55-64,3550
72042,65-74,2570
72042,75-84,1514
72042,85+,565
72043,0-17,6176
72043,18-34,6495
72043,35-44,4002
72043,45-54,4466
72043,55-64,4949
72043,65-74,3710
72043,75-84,2285
72043,85+,993
73001,0-17,2045
73001,18-34,2230
73001,35-44,1396
73001,45-54,1697
73001,55-64,1804
73001,65-74,1275
73001,75-84,848
73001,85+,331
73006,0-17,6047
73006,18-34,6290
73006,35-44,4201
73006,45-54,4463
73006,55-64,4738
73006,65-74,3659
73006,75-84,2151
73006,85+,928
73009,0-17,1864
73009,18-34,1966
73009,35-44,1452
73009,45-54,1630
73009,55-64,1715
73009,65-74,1341
73009,75-84,732
73009,85+,310
73022,0-17,1335
73022,18-34,1329
73022,35-44,953
73022,45-54,1108
73022,55-64,1093
73022,65-74,868
73022,75-84,462
73022,85+,189
73028,0-17,13
73028,18-34,12
73028,35-44,7
73028,45-54,10
73028,55-64,15
73028,65-74,14
73028,75-84,3
73028,85+,5
73032,0-17,1803
73032,18-34,1713
73032,35-44,1258
73032,45-54,1399
73032,55-64,1513
73032,65-74,1132
73032,75-84,642
73032,85+,270
73040,0-17,1525
73040,18-34,1519
73040,35-44,1126
73040,45-54,1145
73040,55-64,1303
73040,65-74,1119
73040,75-84,488
73040,85+,212
73042,0-17,4311
73042,18-34,4832
73042,35-44,2998
73042,45-54,3844
73042,55-64,4019
73042,65-74,3202
73042,75-84,1958
73042,85+,720
73066,0-17,3111
73066,18-34,3113
73066,35-44,2097
73066,45-54,2400
73066,55-64,2403
73066,65-74,1961
73066,75-84,1157
73066,85+,517
73083,0-17,5483
73083,18-34,5457
73083,35-44,3956
73083,45-54,4299
73083,55-64,4775
73083,65-74,3884
73083,75-84,2279
73083,85+,1009
73098,0-17,1275
73098,18-34,1187
73098,35-44,998
73098,45-54,1147
73098,55-64,1161
73098,65-74,900
73098,75-84,483
73098,85+,203
73107,0-17,7743
73107,18-34,7820
73107,35-44,5116
73107,45-54,5362
73107,55-64,5634
73107,65-74,4045
73107,75-84,2310
73107,85+,903
73109,0-17,750
73109,18-34,815
73109,35-44,458
73109,45-54,565
73109,55-64,699
73109,65-74,492
73109,75-84,270
73109,85+,126
81001,0-17,6145
81001,18-34,7260
81001,35-44,4135
81001,45-54,4250
81001,55-64,3477
81001,65-74,2572
81001,75-84,1484
81001,85+,758
81003,0-17,1375
81003,18-34,1167
81003,35-44,811
81003,45-54,878
81003,55-64,655
81003,65-74,424
81003,75-84,188
81003,85+,148
81004,0-17,3679
81004,18-34,3792
81004,35-44,2333
81004,45-54,2575
81004,55-64,2048
81004,65-74,1404
81004,75-84,859
81004,85+,456
81013,0-17,455
81013,18-34,388
81013,35-44,305
81013,45-54,267
81013,55-64,199
81013,65-74,121
81013,75-84,97
81013,85+,25
81015,0-17,1789
81015,18-34,1645
81015,35-44,1208
81015,45-54,1173
81015,55-64,1068
81015,65-74,750
81015,75-84,406
81015,85+,227
82003,0-17,3583
82003,18-34,3956
82003,35-44,2044
82003,45-54,2160
82003,55-64,1996
82003,65-74,1436
82003,75-84,731
82003,85+,370
82005,0-17,954
82005,18-34,826
82005,35-44,527
82005,45-54,497
82005,55-64,396
82005,65-74,264
82005,75-84,135
82005,85+,57
82009,0-17,564
82009,18-34,510
82009,35-44,302
82009,45-54,352
82009,55-64,285
82009,65-74,179
82009,75-84,81
82009,85+,46
82014,0-17,1062
82014,18-34,1087
82014,35-44,699
82014,45-54,628
82014,55-64,757
82014,65-74,546
82014,75-84,288
82014,85+,140
82032,0-17,1591
82032,18-34,1706
82032,35-44,946
82032,45-54,1054
82032,55-64,1102
82032,65-74,807
82032,75-84,447
82032,85+,233
82036,0-17,1471
82036,18-34,1330
82036,35-44,801
82036,45-54,785
82036,55-64,621
82036,65-74,393
82036,75-84,230
82036,85+,103
82037,0-17,1199
82037,18-34,1191
82037,35-44,679
82037,45-54,741
82037,55-64,643
82037,65-74,532
82037,75-84,275
82037,85+,137
82038,0-17,608
82038,18-34,509
82038,35-44,335
82038,45-54,377
82038,55-64,314
82038,65-74,247
82038,75-84,153
82038,85+,65
83012,0-17,2121
83012,18-34,2218
83012,35-44,1303
83012,45-54,1608
83012,55-64,1810
83012,65-74,1412
83012,75-84,647
83012,85+,339
83013,0-17,584
83013,18-34,650
83013,35-44,357
83013,45-54,459
83013,55-64,542
83013,65-74,397
83013,75-84,194
83013,85+,84
83028,0-17,1228
83028,18-34,1223
83028,35-44,682
83028,45-54,724
83028,55-64,760
83028,65-74,602
83028,75-84,293
83028,85+,123
83031,0-17,756
83031,18-34,835
83031,35-44,438
83031,45-54,622
83031,55-64,646
83031,65-74,490
83031,75-84,286
83031,85+,119
83034,0-17,3449
83034,18-34,4043
83034,35-44,2039
83034,45-54,2368
83034,55-64,2453
83034,65-74,1791
83034,75-84,971
83034,85+,477
83040,0-17,1251
83040,18-34,1143
83040,35-44,713
83040,45-54,751
83040,55-64,728
83040,65-74,553
83040,75-84,288
83040,85+,141
83044,0-17,556
83044,18-34,554
83044,35-44,293
83044,45-54,380
83044,55-64,396
83044,65-74,265
83044,75-84,133
83044,85+,64
83049,0-17,589
83049,18-34,598
83049,35-44,344
83049,45-54,374
83049,55-64,417
83049,65-74,310
83049,75-84,135
83049,85+,81
83055,0-17,747
83055,18-34,802
83055,35-44,442
83055,45-54,488
83055,55-64,524
83055,65-74,310
83055,75-84,172
83055,85+,86
84009,0-17,1955
84009,18-34,1869
84009,35-44,1100
84009,45-54,1105
84009,55-64,1226
84009,65-74,899
84009,75-84,472
84009,85+,218
84010,0-17,987
84010,18-34,1021
84010,35-44,574
84010,45-54,660
84010,55-64,857
84010,65-74,707
84010,75-84,374
84010,85+,247
84016,0-17,293
84016,18-34,245
84016,35-44,161
84016,45-54,176
84016,55-64,173
84016,65-74,193
84016,75-84,87
84016,85+,54
84029,0-17,323
84029,18-34,354
84029,35-44,193
84029,45-54,237
84029,55-64,233
84029,65-74,178
84029,75-84,94
84029,85+,37
84033,0-17,1502
84033,18-34,1274
84033,35-44,858
84033,45-54,782
84033,55-64,521
84033,65-74,351
84033,75-84,186
84033,85+,79
84035,0-17,1189
84035,18-34,1113
84035,35-44,638
84035,45-54,708
84035,55-64,680
84035,65-74,523
84035,75-84,266
84035,85+,128
84043,0-17,1921
84043,18-34,1702
84043,35-44,1116
84043,45-54,1032
84043,55-64,878
84043,65-74,637
84043,75-84,335
84043,85+,174
84050,0-17,1168
84050,18-34,1128
84050,35-44,658
84050,45-54,700
84050,55-64,696
84050,65-74,538
84050,75-84,344
84050,85+,160
84059,0-17,1128
84059,18-34,1228
84059,35-44,550
84059,45-54,757
84059,55-64,805
84059,65-74,631
84059,75-84,341
84059,85+,165
84068,0-17,547
84068,18-34,478
84068,35-44,307
84068,45-54,313
84068,55-64,341
84068,65-74,255
84068,75-84,154
84068,85+,48
84075,0-17,635
84075,18-34,636
84075,35-44,347
84075,45-54,378
84075,55-64,431
84075,65-74,350
84075,75-84,195
84075,85+,136
84077,0-17,2493
84077,18-34,2535
84077,35-44,1461
84077,45-54,1533
84077,55-64,1423
84077,65-74,1061
84077,75-84,554
84077,85+,260
85007,0-17,1108
85007,18-34,1105
85007,35-44,596
85007,45-54,718
85007,55-64,742
85007,65-74,510
85007,75-84,275
85007,85+,172
85009,0-17,1367
85009,18-34,1365
85009,35-44,754
85009,45-54,901
85009,55-64,752
85009,65-74,499
85009,75-84,225
85009,85+,98
85011,0-17,1042
85011,18-34,1031
85011,35-44,608
85011,45-54,689
85011,55-64,819
85011,65-74,770
85011,75-84,406
85011,85+,229
85024,0-17,615
85024,18-34,565
85024,35-44,346
85024,45-54,382
85024,55-64,376
85024,65-74,297
85024,75-84,164
85024,85+,65
85026,0-17,1093
85026,18-34,986
85026,35-44,623
85026,45-54,680
85026,55-64,537
85026,65-74,415
85026,75-84,219
85026,85+,106
85034,0-17,841
85034,18-34,753
85034,35-44,550
85034,45-54,499
85034,55-64,457
85034,65-74,323
85034,75-84,161
85034,85+,72
85039,0-17,1059
85039,18-34,910
85039,35-44,658
85039,45-54,547
85039,55-64,482
85039,65-74,349
85039,75-84,187
85039,85+,110
85045,0-17,2399
85045,18-34,2397
85045,35-44,1373
85045,45-54,1466
85045,55-64,1500
85045,65-74,1188
85045,75-84,654
85045,85+,364
85046,0-17,1977
85046,18-34,1914
85046,35-44,1155
85046,45-54,1213
85046,55-64,979
85046,65-74,668
85046,75-84,337
85046,85+,234
85047,0-17,448
85047,18-34,436
85047,35-44,243
85047,45-54,295
85047,55-64,266
85047,65-74,215
85047,75-84,108
85047,85+,102
91005,0-17,1417
91005,18-34,1437
91005,35-44,954
91005,45-54,944
91005,55-64,985
91005,65-74,778
91005,75-84,433
91005,85+,195
91013,0-17,1923
91013,18-34,1807
91013,35-44,1068
91013,45-54,1210
91013,55-64,1289
91013,65-74,1035
91013,75-84,549
91013,85+,276
91015,0-17,732
91015,18-34,664
91015,35-44,402
91015,45-54,434
91015,55-64,482
91015,65-74,372
91015,75-84,195
91015,85+,81
91030,0-17,3283
91030,18-34,3782
91030,35-44,2106
91030,45-54,2131
91030,55-64,2250
91030,65-74,1766
91030,75-84,919
91030,85+,469
91034,0-17,2496
91034,18-34,2783
91034,35-44,1518
91034,45-54,1812
91034,55-64,1862
91034,65-74,1552
91034,75-84,908
91034,85+,443
91054,0-17,963
91054,18-34,869
91054,35-44,491
91054,45-54,642
91054,55-64,667
91054,65-74,545
91054,75-84,324
91054,85+,151
91059,0-17,1774
91059,18-34,1519
91059,35-44,1028
91059,45-54,978
91059,55-64,942
91059,65-74,687
91059,75-84,294
91059,85+,142
91064,0-17,1146
91064,18-34,1141
91064,35-44,641
91064,45-54,703
91064,55-64,668
91064,65-74,524
91064,75-84,262
91064,85+,152
91072,0-17,1053
91072,18-34,1009
91072,35-44,650
91072,45-54,664
91072,55-64,737
91072,65-74,494
91072,75-84,243
91072,85+,137
91103,0-17,659
91103,18-34,679
91103,35-44,388
91103,45-54,439
91103,55-64,430
91103,65-74,394
91103,75-84,179
91103,85+,62
91114,0-17,2537
91114,18-34,2598
91114,35-44,1551
91114,45-54,1668
91114,55-64,1740
91114,65-74,1337
91114,75-84,788
91114,85+,352
91120,0-17,1241
91120,18-34,1217
91120,35-44,700
91120,45-54,826
91120,55-64,852
91120,65-74,554
91120,75-84,273
91120,85+,136
91141,0-17,1859
91141,18-34,1834
91141,35-44,1161
91141,45-54,1342
91141,55-64,1280
91141,65-74,1008
91141,75-84,445
91141,85+,180
91142,0-17,997
91142,18-34,1026
91142,35-44,625
91142,45-54,872
91142,55-64,1069
91142,65-74,915
91142,75-84,388
91142,85+,124
91143,0-17,396
91143,18-34,416
91143,35-44,219
91143,45-54,392
91143,55-64,493
91143,65-74,335
91143,75-84,228
91143,85+,100
92003,0-17,5803
92003,18-34,6003
92003,35-44,3543
92003,45-54,3653
92003,55-64,3670
92003,65-74,2789
92003,75-84,1384
92003,85+,728
92006,0-17,1646
92006,18-34,1480
92006,35-44,992
92006,45-54,954
92006,55-64,882
92006,65-74,758
92006,75-84,276
92006,85+,102
92035,0-17,3647
92035,18-34,3307
92035,35-44,2201
92035,45-54,2201
92035,55-64,2166
92035,65-74,1613
92035,75-84,847
92035,85+,466
92045,0-17,1780
92045,18-34,1584
92045,35-44,1126
92045,45-54,1204
92045,55-64,1016
92045,65-74,899
92045,75-84,394
92045,85+,145
92048,0-17,2169
92048,18-34,2267
92048,35-44,1356
92048,45-54,1545
92048,55-64,1383
92048,65-74,1065
92048,75-84,480
92048,85+,204
92054,0-17,1605
92054,18-34,1418
92054,35-44,1026
92054,45-54,996
92054,55-64,1021
92054,65-74,678
92054,75-84,299
92054,85+,165
92087,0-17,2657
92087,18-34,2789
92087,35-44,1673
92087,45-54,1952
92087,55-64,1812
92087,65-74,1322
92087,75-84,652
92087,85+,296
92094,0-17,20992
92094,18-34,25749
92094,35-44,13777
92094,45-54,13922
92094,55-64,14273
92094,65-74,12618
92094,75-84,6655
92094,85+,3446
92097,0-17,1154
92097,18-34,1129
92097,35-44,692
92097,45-54,718
92097,55-64,669
92097,65-74,491
92097,75-84,209
92097,85+,80
92101,0-17,2376
92101,18-34,2516
92101,35-44,1458
92101,45-54,1812
92101,55-64,1706
92101,65-74,1335
92101,75-84,665
92101,85+,308
92114,0-17,1893
92114,18-34,1681
92114,35-44,1153
92114,45-54,1269
92114,55-64,1143
92114,65-74,794
92114,75-84,354
92114,85+,193
92137,0-17,5759
92137,18-34,5977
92137,35-44,3601
92137,45-54,3857
92137,55-64,3801
92137,65-74,3031
92137,75-84,1573
92137,85+,773
92138,0-17,1827
92138,18-34,1688
92138,35-44,1180
92138,45-54,1090
92138,55-64,1039
92138,65-74,758
92138,75-84,301
92138,85+,184
92140,0-17,3989
92140,18-34,4129
92140,35-44,2351
92140,45-54,2886
92140,55-64,2588
92140,65-74,1909
92140,75-84,867
92140,85+,381
92141,0-17,2114
92141,18-34,1842
92141,35-44,1263
92141,45-54,1280
92141,55-64,1218
92141,65-74,928
92141,75-84,402
92141,85+,185
92142,0-17,5521
92142,18-34,5787
92142,35-44,3678
92142,45-54,3332
92142,55-64,3183
92142,65-74,2595
92142,75-84,1371
92142,85+,674
93010,0-17,1045
93010,18-34,1018
93010,35-44,600
93010,45-54,721
93010,55-64,727
93010,65-74,512
93010,75-84,243
93010,85+,121
93014,0-17,2601
93014,18-34,2764
93014,35-44,1529
93014,45-54,1915
93014,55-64,2041
93014,65-74,1638
93014,75-84,930
93014,85+,420
93018,0-17,558
93018,18-34,618
93018,35-44,300
93018,45-54,451
93018,55-64,430
93018,65-74,344
93018,75-84,183
93018,85+,86
93022,0-17,2262
93022,18-34,2310
93022,35-44,1423
93022,45-54,1552
93022,55-64,1597
93022,65-74,1250
93022,75-84,625
93022,85+,247
93056,0-17,1761
93056,18-34,1771
93056,35-44,1053
93056,45-54,1304
93056,55-64,1428
93056,65-74,996
93056,75-84,620
93056,85+,268
93088,0-17,3561
93088,18-34,3691
93088,35-44,2201
93088,45-54,2746
93088,55-64,2626
93088,65-74,2200
93088,75-84,939
93088,85+,443
93090,0-17,953
93090,18-34,1131
93090,35-44,608
93090,45-54,755
93090,55-64,879
93090,65-74,758
93090,75-84,375
93090,85+,187
