YEAR_WEEK,NIS5,AGEGROUP,CUMUL,AgeGroup,COUNT,percent
21W33,13037,75-84,752,75-84,775,97.03225806451613
21W33,13037,85+,289,85+,295,97.96610169491525
21W33,13040,0-17,2108,0-17,9067,23.249145252012795
21W33,13040,35-44,4701,35-44,5659,83.07121399540554
21W33,13040,45-54,5095,45-54,5897,86.39986433779887
21W33,13040,55-64,5820,55-64,6103,95.36293626085532
21W33,13040,65-74,4450,65-74,4548,97.84520668425682
21W33,13040,75-84,2927,75-84,3043,96.18797239566217
21W33,13040,85+,1263,85+,1293,97.6798143851508
21W33,13044,0-17,524,0-17,1463,35.816814764183185
21W33,13044,35-44,989,35-44,1019,97.05593719332678
21W33,13044,45-54,991,45-54,1059,93.57884796978281
21W33,13044,55-64,1259,55-64,1303,96.62317728319263
21W33,13044,65-74,909,65-74,902,100.77605321507761
21W33,13044,75-84,502,75-84,508,98.81889763779527
21W33,13044,85+,217,85+,221,98.19004524886878
21W33,13046,0-17,693,0-17,2220,31.216216216216218
21W33,13046,35-44,1353,35-44,1386,97.61904761904762
21W33,13046,45-54,1468,45-54,1615,90.89783281733746
21W33,13046,55-64,1639,55-64,1682,97.44351961950059
21W33,13046,65-74,1230,65-74,1250,98.4
21W33,13046,75-84,721,75-84,728,99.03846153846153
21W33,13046,85+,261,85+,251,103.98406374501992
21W33,13049,0-17,1634,0-17,4618,35.3832828064097
21W33,13049,35-44,3097,35-44,3326,93.11485267588695
21W33,13049,45-54,3390,45-54,3616,93.75
21W33,13049,55-64,3560,55-64,3621,98.31538249102458
21W33,13049,65-74,3090,65-74,3162,97.72296015180265
21W33,13049,75-84,1716,75-84,1658,103.49819059107358
21W33,13049,85+,647,85+,693,93.36219336219337
21W33,13053,0-17,944,0-17,2915,32.38421955403088
21W33,13053,35-44,1971,35-44,2136,92.2752808988764
21W33,13053,45-54,2137,45-54,2320,92.11206896551724
21W33,13053,55-64,2386,55-64,2422,98.51362510322048
21W33,13053,65-74,1928,65-74,1923,100.26001040041602
21W33,13053,75-84,1015,75-84,1040,97.59615384615384
21W33,13053,85+,436,85+,440,99.0909090909091
21W33,21001,0-17,1645,0-17,31421,5.235352153018682
21W33,21001,35-44,9238,35-44,17662,52.30438228966142
21W33,21001,45-54,10624,45-54,15698,67.67741113517646
21W33,21001,55-64,9191,55-64,12055,76.24222314392368
21W33,21001,65-74,6110,65-74,7654,79.82754115495166
21W33,21001,75-84,4011,75-84,5072,79.08123028391167
21W33,21001,85+,2056,85+,2642,77.81983345950037
21W33,21002,0-17,983,0-17,7374,13.33062110116626
21W33,21002,35-44,3968,35-44,5161,76.8843247432668
21W33,21002,45-54,3745,45-54,4502,83.18525099955575
21W33,21002,55-64,3230,55-64,3866,83.5488877392654
21W33,21002,65-74,2523,65-74,2806,89.9144689950107
21W33,21002,75-84,1514,75-84,1726,87.71726535341831
21W33,21002,85+,853,85+,1048,81.39312977099236
21W33,21003,0-17,435,0-17,6423,6.7725361980383
21W33,21003,35-44,2003,35-44,3511,57.04927371119339
21W33,21003,45-54,2351,45-54,3376,69.63862559241706
21W33,21003,55-64,2359,55-64,2827,83.44534842589317
21W33,21003,65-74,1740,65-74,1995,87.21804511278195
21W33,21003,75-84,1114,75-84,1274,87.44113029827315
21W33,21003,85+,509,85+,614,82.89902280130293
21W33,21004,0-17,2260,0-17,43042,5.250685377073556
21W33,21004,35-44,15750,35-44,28950,54.40414507772021
21W33,21004,45-54,16218,45-54,24338,66.63653545895308
21W33,21004,55-64,13080,55-64,18038,72.51358243707728
21W33,21004,65-74,8214,65-74,11093,74.0466961146669
21W33,21004,75-84,4652,75-84,6267,74.23009414392851
21W33,21004,85+,2273,85+,3059,74.30532853873815
21W33,21005,0-17,782,0-17,8462,9.241314110139447
21W33,21005,35-44,5798,35-44,8146,71.17603731892953
21W33,21005,45-54,4649,45-54,6041,76.95745737460685
21W33,21005,55-64,3741,55-64,4663,80.22732146686683
21W33,21005,65-74,2378,65-74,2876,82.68428372739916
21W33,21005,75-84,1274,75-84,1590,80.12578616352201
21W33,21005,85+,635,85+,824,77.0631067961165
21W33,21006,0-17,646,0-17,10079,6.409366008532593
21W33,21006,35-44,3987,35-44,6315,63.1353919239905
21W33,21006,45-54,3919,45-54,5291,74.06917406917407
21W33,21006,55-64,3419,55-64,4343,78.7243840663136
21W33,21006,65-74,2606,65-74,3137,83.0729996812241
21W33,21006,75-84,1777,75-84,2078,85.51491819056785
21W33,21006,85+,1146,85+,1422,80.59071729957806
21W33,21007,0-17,851,0-17,12800,6.6484375
21W33,21007,35-44,5878,35-44,9468,62.082805238698775
21W33,21007,45-54,5541,45-54,7690,72.05461638491548
21W33,21007,55-64,4240,55-64,5463,77.61303313197877
21W33,21007,65-74,3190,65-74,3955,80.6573957016435
21W33,21007,75-84,1939,75-84,2374,81.67649536647009
21W33,21007,85+,907,85+,1174,77.25724020442931
21W33,21008,0-17,395,0-17,6029,6.55166694310831
21W33,21008,35-44,1930,35-44,3444,56.03948896631823
21W33,21008,45-54,2293,45-54,3359,68.26436439416493
21W33,21008,55-64,2212,55-64,2745,80.58287795992715
21W33,21008,65-74,1758,65-74,2026,86.77196446199407
21W33,21008,75-84,1161,75-84,1413,82.1656050955414
21W33,21008,85+,634,85+,762,83.2020997375328
21W33,21009,0-17,1193,0-17,13200,9.037878787878787
21W33,21009,35-44,10007,35-44,14625,68.42393162393162
21W33,21009,45-54,8173,45-54,10639,76.82112980543285
21W33,21009,55-64,6363,55-64,8245,77.17404487568223
21W33,21009,65-74,4357,65-74,5376,81.0453869047619
21W33,21009,75-84,2393,75-84,2923,81.86794389326035
21W33,21009,85+,1168,85+,1468,79.56403269754769
21W33,21010,0-17,948,0-17,12805,7.40335806325654
21W33,21010,35-44,4570,35-44,7790,58.66495507060334
21W33,21010,45-54,4945,45-54,6886,71.81237293058379
21W33,21010,55-64,4421,55-64,5600,78.94642857142857
21W33,21010,65-74,3213,65-74,3852,83.41121495327103
21W33,21010,75-84,2141,75-84,2500,85.64
21W33,21010,85+,1142,85+,1437,79.47112038970077
21W33,21011,0-17,297,0-17,5900,5.033898305084746
21W33,21011,35-44,1687,35-44,3503,48.15872109620325
21W33,21011,45-54,1902,45-54,2902,65.54100620261889
21W33,21011,55-64,1474,55-64,2026,72.75419545903257
21W33,21011,65-74,1015,65-74,1312,77.36280487804878
21W33,21011,75-84,607,75-84,817,74.29620563035496
21W33,21011,85+,309,85+,387,79.84496124031008
21W33,21012,0-17,1113,0-17,28293,3.933835224260418
21W33,21012,35-44,6463,35-44,14084,45.888952002272084
21W33,21012,45-54,7707,45-54,12205,63.14625153625563
21W33,21012,55-64,6581,55-64,9042,72.7825702278257
21W33,21012,65-74,4535,65-74,5888,77.0210597826087
21W33,21012,75-84,2818,75-84,3755,75.04660452729694
21W33,21012,85+,1362,85+,1718,79.27823050058207
21W33,21013,0-17,608,0-17,9159,6.638279288131892
21W33,21013,35-44,5411,35-44,8940,60.525727069351234
21W33,21013,45-54,4835,45-54,6800,71.1029411764706
21W33,21013,55-64,3529,55-64,4838,72.94336502687061
21W33,21013,65-74,2060,65-74,2742,75.12764405543399
21W33,21013,75-84,1036,75-84,1405,73.73665480427046
21W33,21013,85+,372,85+,548,67.88321167883211
21W33,21014,0-17,237,0-17,6306,3.758325404376784
21W33,21014,35-44,2329,35-44,4571,50.951651717348504
21W33,21014,45-54,2297,45-54,3657,62.811047306535414
21W33,21014,55-64,1855,55-64,2598,71.40107775211702
21W33,21014,65-74,931,65-74,1343,69.32241250930753
21W33,21014,75-84,501,75-84,747,67.06827309236948
21W33,21014,85+,153,85+,226,67.69911504424779
21W33,21015,0-17,1744,0-17,33355,5.228601409084096
21W33,21015,35-44,12067,35-44,21562,55.96419627121789
21W33,21015,45-54,11655,45-54,17053,68.34574561660705
21W33,21015,55-64,8967,55-64,12113,74.02790390489557
21W33,21015,65-74,5480,65-74,7275,75.32646048109966
21W33,21015,75-84,3079,75-84,4139,74.38994926310703
21W33,21015,85+,1216,85+,1742,69.80482204362801
21W33,21016,0-17,2111,0-17,16887,12.50074021436608
21W33,21016,35-44,8322,35-44,11380,73.12829525483303
21W33,21016,45-54,9472,45-54,11847,79.95273064910948
21W33,21016,55-64,8133,55-64,9821,82.81234090214846
21W33,21016,65-74,6777,65-74,7788,87.01848998459168
21W33,21016,75-84,4553,75-84,5136,88.648753894081
21W33,21016,85+,2590,85+,3090,83.81877022653721
21W33,21017,0-17,736,0-17,5182,14.203010420686994
21W33,21017,35-44,2134,35-44,3073,69.44354051415554
21W33,21017,45-54,2718,45-54,3532,76.95356738391845
21W33,21017,55-64,2691,55-64,3243,82.97872340425532
21W33,21017,65-74,2337,65-74,2615,89.36902485659655
21W33,21017,75-84,1428,75-84,1666,85.71428571428571
21W33,21017,85+,751,85+,910,82.52747252747253
21W33,21018,0-17,1377,0-17,11385,12.09486166007905
21W33,21018,35-44,6288,35-44,8546,73.578282237304
21W33,21018,45-54,6076,45-54,7485,81.1756847027388
21W33,21018,55-64,5126,55-64,6373,80.43307704377844
21W33,21018,65-74,4278,65-74,5043,84.83045806067817
21W33,21018,75-84,2616,75-84,2979,87.8147029204431
21W33,21018,85+,1511,85+,1782,84.79236812570146
21W33,21019,0-17,1351,0-17,8926,15.135559041003809
21W33,21019,35-44,4534,35-44,5655,80.17683465959328
21W33,21019,45-54,5009,45-54,5850,85.62393162393163
21W33,21019,55-64,4293,55-64,5084,84.441384736428
21W33,21019,65-74,3318,65-74,3804,87.22397476340694
21W33,21019,75-84,2266,75-84,2538,89.2828999211978
21W33,21019,85+,1514,85+,1761,85.97387847813742
21W33,23002,0-17,1565,0-17,7493,20.88616041638863
21W33,23002,35-44,3278,35-44,4296,76.30353817504655
21W33,23002,45-54,3826,45-54,4678,81.7870884993587
21W33,23002,55-64,3994,55-64,4197,95.16321181796522
21W33,23002,65-74,2954,65-74,3102,95.22888459058672
21W33,23002,75-84,2005,75-84,2079,96.44059644059644
21W33,23002,85+,902,85+,994,90.74446680080483
21W33,23003,0-17,1462,0-17,5696,25.667134831460675
21W33,23003,35-44,2877,35-44,3295,87.31411229135053
21W33,23003,45-54,3156,45-54,3614,87.32706142778085
21W33,23003,55-64,3226,55-64,3441,93.75181633246149
21W33,23003,65-74,2298,65-74,2392,96.07023411371237
21W33,23003,75-84,1403,75-84,1524,92.06036745406824
21W33,23003,85+,693,85+,765,90.58823529411765
21W33,23009,0-17,168,0-17,490,34.285714285714285
21W33,23009,35-44,282,35-44,306,92.15686274509804
21W33,23009,45-54,292,45-54,322,90.6832298136646
21W33,23009,55-64,288,55-64,339,84.95575221238938
21W33,23009,65-74,212,65-74,216,98.14814814814815
21W33,23009,75-84,111,75-84,113,98.23008849557522
21W33,23009,85+,26,85+,43,60.46511627906977
21W33,23016,0-17,1968,0-17,9158,21.48940816772221
21W33,23016,35-44,4060,35-44,5358,75.77454273982829
21W33,23016,45-54,4995,45-54,5837,85.57478156587288
21W33,23016,55-64,5478,55-64,5901,92.83172343670564
21W33,23016,65-74,3986,65-74,4202,94.85959067110899
21W33,23016,75-84,2942,75-84,3099,94.93384962891255
21W33,23016,85+,1529,85+,1589,96.22404027690371
21W33,23023,0-17,669,0-17,1813,36.90016547159404
21W33,23023,35-44,1136,35-44,1249,90.95276220976781
21W33,23023,45-54,1197,45-54,1251,95.68345323741008
21W33,23023,55-64,1259,55-64,1340,93.95522388059702
21W33,23023,65-74,951,65-74,935,101.71122994652407
21W33,23023,75-84,499,75-84,504,99.0079365079365
21W33,23023,85+,227,85+,239,94.97907949790795
21W33,23024,0-17,570,0-17,1703,33.470346447445685
21W33,23024,35-44,1031,35-44,1097,93.98359161349134
21W33,23024,45-54,1214,45-54,1320,91.96969696969697
21W33,23024,55-64,1365,55-64,1391,98.13084112149532
21W33,23024,65-74,1015,65-74,1035,98.06763285024155
21W33,23024,75-84,601,75-84,628,95.70063694267516
21W33,23024,85+,333,85+,340,97.94117647058823
21W33,23025,0-17,1716,0-17,8141,21.078491585800272
21W33,23025,35-44,3704,35-44,4841,76.51311712456103
21W33,23025,45-54,4439,45-54,5278,84.10382720727549
21W33,23025,55-64,4575,55-64,4856,94.21334431630972
21W33,23025,65-74,3414,65-74,3690,92.52032520325203
21W33,23025,75-84,2360,75-84,2423,97.39991745769707
21W33,23025,85+,1180,85+,1281,92.11553473848556
21W33,23027,0-17,2279,0-17,8498,26.81807484113909
21W33,23027,35-44,4665,35-44,5433,85.86416344561016
21W33,23027,45-54,4854,45-54,5239,92.65126932620728
21W33,23027,55-64,4728,55-64,4911,96.27367135003054
21W33,23027,65-74,3747,65-74,3843,97.50195160031225
21W33,23027,75-84,2528,75-84,2585,97.79497098646034
21W33,23027,85+,1165,85+,1238,94.10339256865913
21W33,23032,0-17,420,0-17,1288,32.608695652173914
21W33,23032,35-44,720,35-44,807,89.21933085501858
21W33,23032,45-54,893,45-54,988,90.38461538461539
21W33,23032,55-64,953,55-64,991,96.16548940464178
21W33,23032,65-74,728,65-74,763,95.41284403669725
21W33,23032,75-84,421,75-84,439,95.8997722095672
21W33,23032,85+,199,85+,215,92.55813953488372
21W33,23033,0-17,609,0-17,2596,23.459167950693374
21W33,23033,35-44,1266,35-44,1552,81.5721649484536
21W33,23033,45-54,1450,45-54,1603,90.45539613225203
21W33,23033,55-64,1296,55-64,1423,91.07519325368939
21W33,23033,65-74,1094,65-74,1147,95.37925021795989
21W33,23033,75-84,677,75-84,659,102.73141122913505
21W33,23033,85+,299,85+,316,94.62025316455696
21W33,23038,0-17,811,0-17,2470,32.83400809716599
21W33,23038,35-44,1408,35-44,1530,92.02614379084967
21W33,23038,45-54,1657,45-54,1772,93.51015801354401
21W33,23038,55-64,1695,55-64,1750,96.85714285714286
21W33,23038,65-74,1202,65-74,1207,99.58574979287489
21W33,23038,75-84,685,75-84,719,95.2712100139082
21W33,23038,85+,360,85+,358,100.55865921787709
21W33,23039,0-17,609,0-17,1795,33.92757660167131
21W33,23039,35-44,1099,35-44,1197,91.81286549707602
21W33,23039,45-54,1283,45-54,1371,93.58132749817652
21W33,23039,55-64,1316,55-64,1369,96.12856099342586
21W33,23039,65-74,1042,65-74,1016,102.55905511811024
21W33,23039,75-84,619,75-84,644,96.11801242236025
21W33,23039,85+,310,85+,323,95.97523219814242
21W33,23044,0-17,704,0-17,2782,25.305535585909418
21W33,23044,35-44,1453,35-44,1691,85.92548787699586
21W33,23044,45-54,1724,45-54,1909,90.30906233630174
21W33,23044,55-64,1715,55-64,1775,96.61971830985915
21W33,23044,65-74,1463,65-74,1497,97.72879091516366
21W33,23044,75-84,893,75-84,918,97.27668845315904
21W33,23044,85+,372,85+,404,92.07920792079207
21W33,23045,0-17,1228,0-17,3702,33.17125877903836
21W33,23045,35-44,2148,35-44,2362,90.93988145639288
21W33,23045,45-54,2476,45-54,2687,92.14737625604764
21W33,23045,55-64,2603,55-64,2633,98.8606152677554
21W33,23045,65-74,1958,65-74,1972,99.29006085192698
21W33,23045,75-84,1289,75-84,1317,97.87395596051633
21W33,23045,85+,544,85+,551,98.72958257713249
21W33,23047,0-17,631,0-17,3993,15.802654645629852
21W33,23047,35-44,1541,35-44,2190,70.36529680365297
21W33,23047,45-54,1705,45-54,2052,83.08966861598441
21W33,23047,55-64,1646,55-64,1793,91.80145008365868
21W33,23047,65-74,1040,65-74,1126,92.36234458259325
21W33,23047,75-84,645,75-84,707,91.23055162659124
21W33,23047,85+,366,85+,399,91.72932330827068
21W33,23050,0-17,989,0-17,3895,25.391527599486523
21W33,23050,35-44,1949,35-44,2313,84.26286208387376
21W33,23050,45-54,2315,45-54,2620,88.3587786259542
21W33,23050,55-64,2910,55-64,3049,95.44112823876681
21W33,23050,65-74,2144,65-74,2153,99.58197863446354
21W33,23050,75-84,1170,75-84,1219,95.98031173092699
21W33,23050,85+,633,85+,636,99.52830188679245
21W33,23052,0-17,911,0-17,3252,28.01353013530135
21W33,23052,35-44,1853,35-44,2081,89.04372897645362
21W33,23052,45-54,2065,45-54,2295,89.97821350762527
21W33,23052,55-64,2322,55-64,2348,98.89267461669506
21W33,23052,65-74,1687,65-74,1695,99.52802359882006
21W33,23052,75-84,1155,75-84,1134,101.85185185185185
21W33,23052,85+,517,85+,512,100.9765625
21W33,23060,0-17,1057,0-17,3183,33.2076657241596
21W33,23060,35-44,1808,35-44,1970,91.77664974619289
21W33,23060,45-54,1964,45-54,2085,94.19664268585132
21W33,23060,55-64,1833,55-64,1938,94.58204334365325
21W33,23060,65-74,1462,65-74,1478,98.91745602165088
21W33,23060,75-84,883,75-84,905,97.56906077348066
21W33,23060,85+,390,85+,423,92.19858156028369
21W33,23062,0-17,1400,0-17,5493,25.486983433460768
21W33,23062,35-44,2721,35-44,3192,85.24436090225564
21W33,23062,45-54,3343,45-54,3793,88.1360400738202
21W33,23062,55-64,3087,55-64,3349,92.17676918483129
21W33,23062,65-74,2421,65-74,2537,95.42767047694127
21W33,23062,75-84,1648,75-84,1760,93.63636363636364
21W33,23062,85+,740,85+,821,90.13398294762484
21W33,23064,0-17,317,0-17,904,35.06637168141593
21W33,23064,35-44,499,35-44,541,92.2365988909427
21W33,23064,45-54,596,45-54,654,91.13149847094802
21W33,23064,55-64,654,55-64,689,94.92017416545718
21W33,23064,65-74,467,65-74,449,104.00890868596882
21W33,23064,75-84,256,75-84,274,93.43065693430657
21W33,23064,85+,153,85+,182,84.06593406593407
21W33,23077,0-17,1389,0-17,7704,18.029595015576323
21W33,23077,35-44,3315,35-44,4493,73.78143779212108
21W33,23077,45-54,3782,45-54,4617,81.9146632012129
21W33,23077,55-64,4247,55-64,4545,93.44334433443345
21W33,23077,65-74,3023,65-74,3290,91.88449848024317
21W33,23077,75-84,1970,75-84,2091,94.21329507412722
21W33,23077,85+,861,85+,963,89.40809968847353
21W33,23081,0-17,761,0-17,2632,28.91337386018237
21W33,23081,35-44,1387,35-44,1593,87.06842435655994
21W33,23081,45-54,1572,45-54,1747,89.98282770463652
21W33,23081,55-64,1611,55-64,1672,96.35167464114832
21W33,23081,65-74,1199,65-74,1256,95.46178343949045
21W33,23081,75-84,767,75-84,773,99.22380336351875
21W33,23081,85+,363,85+,370,98.10810810810811
21W33,23086,0-17,1010,0-17,3283,30.764544623819678
21W33,23086,35-44,1804,35-44,1986,90.83585095669687
21W33,23086,45-54,2032,45-54,2233,90.99865651589789
21W33,23086,55-64,2232,55-64,2329,95.83512237011593
21W33,23086,65-74,1632,65-74,1634,99.87760097919217
21W33,23086,75-84,1009,75-84,1048,96.27862595419847
21W33,23086,85+,479,85+,505,94.85148514851485
21W33,23088,0-17,1843,0-17,11640,15.833333333333334
21W33,23088,35-44,4562,35-44,6340,71.95583596214512
21W33,23088,45-54,5041,45-54,6151,81.95415379613071
21W33,23088,55-64,4728,55-64,5120,92.34375
21W33,23088,65-74,3050,65-74,3259,93.58698987419454
21W33,23088,75-84,1935,75-84,2090,92.58373205741627
21W33,23088,85+,969,85+,1081,89.63922294172063
21W33,23094,0-17,1409,0-17,8022,17.56419845425081
21W33,23094,35-44,3813,35-44,4938,77.21749696233293
21W33,23094,45-54,3967,45-54,4770,83.16561844863732
21W33,23094,55-64,3828,55-64,4297,89.0854084244822
21W33,23094,65-74,2614,65-74,2754,94.91648511256355
21W33,23094,75-84,1700,75-84,1837,92.54218835057158
21W33,23094,85+,903,85+,980,92.14285714285714
21W33,23096,0-17,1557,0-17,4737,32.86890436985434
21W33,23096,35-44,2799,35-44,2971,94.21070346684618
21W33,23096,45-54,3061,45-54,3313,92.39360096589193
21W33,23096,55-64,3583,55-64,3609,99.27957883070103
21W33,23096,65-74,2419,65-74,2440,99.13934426229508
21W33,23096,75-84,1314,75-84,1343,97.84065524944155
21W33,23096,85+,676,85+,715,94.54545454545455
21W33,23097,0-17,717,0-17,2287,31.35111499781373
21W33,23097,35-44,1366,35-44,1482,92.1727395411606
21W33,23097,45-54,1548,45-54,1734,89.27335640138408
21W33,23097,55-64,1694,55-64,1736,97.58064516129032
21W33,23097,65-74,1170,65-74,1184,98.81756756756756
21W33,23097,75-84,714,75-84,758,94.1952506596306
21W33,23097,85+,310,85+,332,93.37349397590361
21W33,23098,0-17,207,0-17,1337,15.482423335826477
21W33,23098,35-44,583,35-44,779,74.8395378690629
21W33,23098,45-54,654,45-54,763,85.71428571428571
21W33,23098,55-64,556,55-64,674,82.49258160237389
21W33,23098,65-74,407,65-74,449,90.64587973273942
21W33,23098,75-84,231,75-84,272,84.92647058823529
21W33,23098,85+,158,85+,197,80.20304568527919
21W33,23099,0-17,551,0-17,3184,17.305276381909547
21W33,23099,35-44,1508,35-44,1837,82.09036472509527
21W33,23099,45-54,1637,45-54,1945,84.16452442159382
21W33,23099,55-64,1604,55-64,1815,88.37465564738292
21W33,23099,65-74,1233,65-74,1356,90.929203539823
21W33,23099,75-84,653,75-84,729,89.57475994513031
21W33,23099,85+,344,85+,397,86.64987405541562
21W33,23100,0-17,193,0-17,958,20.146137787056368
21W33,23100,35-44,466,35-44,517,90.13539651837525
21W33,23100,45-54,561,45-54,681,82.37885462555066
21W33,23100,55-64,653,55-64,747,87.41633199464525
21W33,23100,65-74,458,65-74,463,98.92008639308855
21W33,23100,75-84,270,75-84,298,90.60402684563758
21W33,23100,85+,127,85+,141,90.0709219858156
21W33,23101,0-17,913,0-17,4138,22.06379893668439
21W33,23101,35-44,1948,35-44,2300,84.69565217391305
21W33,23101,45-54,2280,45-54,2695,84.60111317254174
21W33,23101,55-64,2241,55-64,2543,88.1242626818718
21W33,23101,65-74,1850,65-74,1975,93.67088607594937
21W33,23101,75-84,1042,75-84,1109,93.9585211902615
21W33,23101,85+,440,85+,507,86.78500986193293
21W33,23102,0-17,605,0-17,3727,16.232895089884625
21W33,23102,35-44,1522,35-44,2134,71.32146204311152
21W33,23102,45-54,1900,45-54,2312,82.17993079584775
21W33,23102,55-64,1811,55-64,1989,91.0507792860734
21W33,23102,65-74,1440,65-74,1551,92.84332688588007
21W33,23102,75-84,972,75-84,1057,91.95837275307474
21W33,23102,85+,570,85+,635,89.76377952755905
21W33,23103,0-17,638,0-17,3230,19.75232198142415
21W33,23103,35-44,1457,35-44,1794,81.21516164994426
21W33,23103,45-54,1628,45-54,1914,85.05747126436782
21W33,23103,55-64,1709,55-64,1937,88.22922044398554
21W33,23103,65-74,1368,65-74,1449,94.40993788819875
21W33,23103,75-84,802,75-84,838,95.70405727923628
21W33,23103,85+,434,85+,477,90.98532494758909
21W33,23104,0-17,484,0-17,1642,29.476248477466505
21W33,23104,35-44,865,35-44,999,86.58658658658659
21W33,23104,45-54,1174,45-54,1331,88.20435762584523
21W33,23104,55-64,1432,55-64,1429,100.20993701889434
21W33,23104,65-74,1009,65-74,1024,98.53515625
21W33,23104,75-84,661,75-84,688,96.07558139534883
21W33,23104,85+,300,85+,316,94.9367088607595
21W33,23105,0-17,840,0-17,2894,29.02557014512785
21W33,23105,35-44,1652,35-44,1906,86.67366211962225
21W33,23105,45-54,1754,45-54,1888,92.90254237288136
21W33,23105,55-64,1744,55-64,1765,98.81019830028329
21W33,23105,65-74,1432,65-74,1470,97.41496598639456
21W33,23105,75-84,831,75-84,820,101.34146341463415
21W33,23105,85+,291,85+,312,93.26923076923077
21W33,24001,0-17,1612,0-17,4986,32.330525471319696
21W33,24001,35-44,3620,35-44,3843,94.19724173822534
21W33,24001,45-54,3889,45-54,4235,91.82998819362456
21W33,24001,55-64,4455,55-64,4510,98.78048780487805
21W33,24001,65-74,3310,65-74,3357,98.59994042299672
21W33,24001,75-84,2307,75-84,2366,97.50633981403212
21W33,24001,85+,1063,85+,1094,97.16636197440585
21W33,24007,0-17,686,0-17,1824,37.60964912280702
21W33,24007,35-44,1181,35-44,1261,93.6558287073751
21W33,24007,45-54,1433,45-54,1512,94.77513227513228
21W33,24007,55-64,1612,55-64,1647,97.8749241044323
21W33,24007,65-74,1212,65-74,1197,101.2531328320802
21W33,24007,75-84,693,75-84,700,99.0
21W33,24007,85+,310,85+,321,96.57320872274143
21W33,24008,0-17,401,0-17,1163,34.47979363714531
21W33,24008,35-44,774,35-44,826,93.7046004842615
21W33,24008,45-54,852,45-54,919,92.70946681175191
21W33,24008,55-64,906,55-64,929,97.52421959095803
21W33,24008,65-74,656,65-74,657,99.84779299847793
21W33,24008,75-84,433,75-84,439,98.63325740318906
21W33,24008,85+,199,85+,209,95.2153110047847
21W33,24009,0-17,702,0-17,2162,32.46993524514338
21W33,24009,35-44,1271,35-44,1319,96.36087945413192
21W33,24009,45-54,1293,45-54,1434,90.1673640167364
21W33,24009,55-64,1312,55-64,1339,97.98356982823002
21W33,24009,65-74,1004,65-74,1010,99.4059405940594
21W33,24009,75-84,601,75-84,616,97.56493506493507
21W33,24009,85+,335,85+,338,99.11242603550296
21W33,24011,0-17,748,0-17,2041,36.64870161685448
21W33,24011,35-44,1248,35-44,1314,94.9771689497717
21W33,24011,45-54,1375,45-54,1413,97.310686482661
21W33,24011,55-64,1357,55-64,1393,97.4156496769562
21W33,24011,65-74,1212,65-74,1217,99.58915365653246
21W33,24011,75-84,652,75-84,679,96.02356406480118
